,Rank,Player,Team,CurrentSalary,RoundSalary,RoundScore,RoundValue,Year,Round 
21352,94,Jack Sinclair,Saints,"$626,200","$410,200",89,21.7,2020,11
21353,102,Luke Breust,Hawks,"$350,300","$405,800",88,21.7,2020,11
21354,102,Rory Lobb,Dockers,"$455,200","$391,400",88,22.5,2020,11
21355,102,Jack Billings,Saints,"$405,400","$477,300",88,18.4,2020,11
21356,102,Sam Frost,Hawks,"$345,500","$313,000",88,28.1,2020,11
21357,106,Tom Williamson,Blues,"$244,000","$227,000",87,38.3,2020,11
21358,106,Sam Day,Suns,"$235,600","$277,700",87,31.3,2020,11
21359,106,Will Day,Hawks,"$362,100","$256,100",87,34.0,2020,11
21360,106,Caleb Daniel,Bulldogs,"$495,200","$536,000",87,16.2,2020,11
21361,106,Bailey Williams,Bulldogs,"$317,000","$413,400",87,21.0,2020,11
21362,106,Callum Ah Chee,Lions,"$293,300","$326,800",87,26.6,2020,11
21363,106,Josh Dunkley,Bulldogs,"$596,400","$596,400",87,14.6,2020,11
21364,113,Sam Weideman,Demons,"$300,100","$301,200",86,28.6,2020,11
21365,113,Jack Steven,Cats,"$400,000","$348,100",86,24.7,2020,11
21366,113,Aaron Francis,Bombers,"$189,400","$344,900",86,24.9,2020,11
21367,113,Ed Langdon,Demons,"$435,500","$411,400",86,20.9,2020,11
21368,113,Jack Steele,Saints,"$604,400","$613,000",86,14.0,2020,11
21369,113,Jack Gunston,Hawks,"$393,700","$382,200",86,22.5,2020,11
21370,119,Jayden Short,Tigers,"$543,800","$495,100",85,17.2,2020,11
21371,119,Izak Rankine,Suns,"$386,000","$281,100",85,30.2,2020,11
21372,119,Patrick Lipinski,Bulldogs,"$472,700","$396,800",85,21.4,2020,11
21373,119,Hugh Greenwood,Suns,"$416,100","$526,800",85,16.1,2020,11
21374,123,Karl Amon,Power,"$508,300","$382,500",84,22.0,2020,11
21375,123,Shai Bolton,Tigers,"$480,800","$428,600",84,19.6,2020,11
21376,125,Nick Larkey,Kangaroos,"$318,500","$292,200",83,28.4,2020,11
21377,125,Jared Polec,Kangaroos,"$246,900","$441,300",83,18.8,2020,11
21378,127,Caleb Serong,Dockers,"$498,800","$330,100",82,24.8,2020,11
21379,127,Ben Keays,Crows,"$548,600","$422,900",82,19.4,2020,11
21380,127,Ivan Soldo,Tigers,"$297,300","$402,400",82,20.4,2020,11
21381,127,Jack Ross,Tigers,"$378,600","$281,400",82,29.1,2020,11
21382,127,James Stewart,Bombers,"$254,600","$268,800",82,30.5,2020,11
21383,132,Tom Sparrow,Demons,"$371,500","$211,500",81,38.3,2020,11
21384,132,Brayden Fiorini,Suns,"$360,400","$433,500",81,18.7,2020,11
21385,132,Thomas Liberatore,Bulldogs,"$576,900","$496,400",81,16.3,2020,11
21386,132,Boyd Woodcock,Power,"$243,600","$102,400",81,79.1,2020,11
21387,136,Will Snelling,Bombers,"$278,700","$384,800",80,20.8,2020,11
21388,136,Jack Lukosius,Suns,"$360,400","$401,200",80,19.9,2020,11
21389,136,Aaron Hall,Kangaroos,"$538,600","$435,500",80,18.4,2020,11
21390,136,James Aish,Dockers,"$431,800","$394,800",80,20.3,2020,11
21391,140,Mabior Chol,Tigers,"$373,600","$319,200",79,24.7,2020,11
21392,140,Jed Bews,Cats,"$272,000","$266,500",79,29.6,2020,11
21393,140,Liam Jones,Blues,"$228,100","$345,800",79,22.8,2020,11
21394,140,Zach Tuohy,Cats,"$498,100","$443,500",79,17.8,2020,11
21395,140,Andrew McPherson,Crows,"$155,700","$245,600",79,32.2,2020,11
21396,145,Michael Hibberd,Demons,"$339,700","$341,500",78,22.8,2020,11
21397,145,Kyle Langford,Bombers,"$362,800","$392,000",78,19.9,2020,11
21398,145,Luke Shuey,Eagles,"$472,800","$488,100",78,16.0,2020,11
21399,145,Dean Kent,Saints,"$322,700","$373,000",78,20.9,2020,11
21400,145,Charlie Spargo,Demons,"$308,600","$234,200",78,33.3,2020,11
21401,150,Noah Answerth,Lions,"$335,600","$337,800",77,22.8,2020,11
21402,150,Jamie Cripps,Eagles,"$398,400","$353,500",77,21.8,2020,11
21403,152,Brandan Parfitt,Cats,"$408,100","$425,300",76,17.9,2020,11
21404,152,Joshua Kennedy,Eagles,"$362,000","$422,700",76,18.0,2020,11
21405,152,Jack Bytel,Saints,"$158,600","$123,900",76,61.3,2020,11
21406,152,Daniel Rioli,Tigers,"$507,000","$253,800",76,29.9,2020,11
21407,152,Jordan Roughead,Magpies,"$389,800","$272,200",76,27.9,2020,11
21408,152,Harry Morrison,Hawks,"$415,600","$343,400",76,22.1,2020,11
21409,158,Brayden Sier,Magpies,"$242,200","$261,500",75,28.7,2020,11
21410,158,Mitchell Hannan,Demons,"$239,300","$289,000",75,26.0,2020,11
21411,158,Matthew Taberner,Dockers,"$311,300","$395,300",75,19.0,2020,11
21412,158,Jack Scrimshaw,Hawks,"$463,300","$321,400",75,23.3,2020,11
21413,158,Jamie MacMillan,Kangaroos,"$347,500","$344,800",75,21.8,2020,11
21414,158,Lynden Dunn,Magpies,"$238,000","$230,200",75,32.6,2020,11
21415,164,Noah Anderson,Suns,"$552,900","$338,800",74,21.8,2020,11
21416,164,Jy Simpkin,Kangaroos,"$500,200","$397,800",74,18.6,2020,11
21417,164,Dustin Martin,Tigers,"$480,400","$557,200",74,13.3,2020,11
21418,164,Martin Gleeson,Bombers,"$311,200","$299,900",74,24.7,2020,11
21419,164,Jarrod Lienert,Power,"$330,400","$374,000",74,19.8,2020,11
21420,164,Shaun Higgins,Kangaroos,"$381,700","$541,400",74,13.7,2020,11
21421,164,Jade Gresham,Saints,"$481,800","$457,400",74,16.2,2020,11
21422,171,Ethan Hughes,Dockers,"$283,700","$324,700",73,22.5,2020,11
21423,171,Joel Selwood,Cats,"$401,500","$463,900",73,15.7,2020,11
21424,171,Jake Carlisle,Saints,"$340,600","$351,500",73,20.8,2020,11
21425,171,Brett Bewley,Dockers,"$255,400","$367,500",73,19.9,2020,11
21426,171,Tim Kelly,Eagles,"$476,100","$557,800",73,13.1,2020,11
21427,171,Luke Jackson,Demons,"$465,500","$249,200",73,29.3,2020,11
21428,177,Paul Seedsman,Crows,"$422,000","$462,600",72,15.6,2020,11
21429,177,Oscar Allen,Eagles,"$210,200","$462,400",72,15.6,2020,11
21430,177,Bayley Fritsch,Demons,"$360,600","$301,900",72,23.8,2020,11
21431,177,Dylan Grimes,Tigers,"$322,300","$404,700",72,17.8,2020,11
21432,177,Rupert Wills,Magpies,"$335,200","$370,300",72,19.4,2020,11
21433,177,Jack Newnes,Blues,"$320,900","$362,200",72,19.9,2020,11
21434,177,Jack Riewoldt,Tigers,"$387,300","$288,600",72,24.9,2020,11
21435,177,Marc Pittonet,Blues,"$386,100","$338,700",72,21.3,2020,11
21436,177,Sam Petrevski-Seton,Blues,"$281,600","$390,100",72,18.5,2020,11
21437,177,Mitchell Crowden,Dockers,"$257,300","$274,300",72,26.2,2020,11
21438,187,Cameron Guthrie,Cats,"$546,300","$525,600",71,13.5,2020,11
21439,187,Darcy Byrne-Jones,Power,"$460,400","$408,700",71,17.4,2020,11
21440,187,Jason Johannisen,Bulldogs,"$298,700","$428,100",71,16.6,2020,11
21441,187,Jarrod Berry,Lions,"$417,300","$507,700",71,14.0,2020,11
21442,187,Lachlan Sholl,Crows,"$362,800","$123,900",71,57.3,2020,11
21443,192,Mitchell Wallis,Bulldogs,"$213,500","$386,800",70,18.1,2020,11
21444,192,Daniel Rich,Lions,"$531,200","$429,300",70,16.3,2020,11
21445,192,Sam Docherty,Blues,"$603,600","$457,300",70,15.3,2020,11
21446,192,Tom Bellchambers,Bombers,"$314,300","$360,900",70,19.4,2020,11
21447,192,Josh Daicos,Magpies,"$428,900","$360,300",70,19.4,2020,11
21448,192,Shaun Atley,Kangaroos,"$284,400","$403,900",70,17.3,2020,11
21449,192,Luke Brown,Crows,"$273,100","$345,300",70,20.3,2020,11
21450,199,Bradley Sheppard,Eagles,"$347,400","$466,000",69,14.8,2020,11
21451,199,Callum Brown,Magpies,"$206,100","$329,800",69,20.9,2020,11
21452,199,Daniel McStay,Lions,"$360,800","$336,000",69,20.5,2020,11
21453,199,Gryan Miers,Cats,"$351,200","$325,700",69,21.2,2020,11
21454,199,Dylan Clarke,Bombers,"$323,700","$352,000",69,19.6,2020,11
21455,204,Anthony McDonald-Tipungwuti,Bombers,"$209,600","$345,800",68,19.7,2020,11
21456,204,Jaidyn Stephenson,Magpies,"$377,500","$352,600",68,19.3,2020,11
21457,204,Lachlan Henderson,Cats,"$415,000","$319,900",68,21.3,2020,11
21458,204,Shannon Hurn,Eagles,"$577,800","$429,100",68,15.8,2020,11
21459,204,Lachlan Schultz,Dockers,"$383,600","$247,200",68,27.5,2020,11
21460,204,Jack Redden,Eagles,"$482,600","$422,800",68,16.1,2020,11
21461,204,Bradley Close,Cats,"$420,400","$177,100",68,38.4,2020,11
21462,204,Bailey Smith,Bulldogs,"$542,700","$436,200",68,15.6,2020,11
21463,204,Ben McKay,Kangaroos,"$313,100","$259,500",68,26.2,2020,11
21464,204,Aiden Bonar,Kangaroos,"$203,700","$230,700",68,29.5,2020,11
21465,204,Kysaiah Pickett,Demons,"$365,000","$223,600",68,30.4,2020,11
21466,215,Sam Lloyd,Bulldogs,"$317,600","$276,500",67,24.2,2020,11
21467,215,Taylin Duman,Dockers,"$324,300","$331,800",67,20.2,2020,11
21468,215,Eddie Betts,Blues,"$212,600","$298,700",67,22.4,2020,11
21469,218,Wil Powell,Suns,"$425,300","$270,300",66,24.4,2020,11
21470,218,Josh Corbett,Suns,"$163,000","$227,500",66,29.0,2020,11
21471,218,Ben King,Suns,"$176,300","$231,600",66,28.5,2020,11
21472,218,Tom Cole,Eagles,"$182,300","$339,700",66,19.4,2020,11
21473,218,Jack Madgen,Magpies,"$289,100","$278,500",66,23.7,2020,11
21474,218,Jake Kolodjashnij,Cats,"$312,200","$292,200",66,22.6,2020,11
21475,218,Christian Salem,Demons,"$390,400","$441,200",66,15.0,2020,11
21476,225,Jasper Pittard,Kangaroos,"$339,200","$340,000",65,19.1,2020,11
21477,225,Touk Miller,Suns,"$662,400","$557,100",65,11.7,2020,11
21478,225,Liam Baker,Tigers,"$429,400","$393,800",65,16.5,2020,11
21479,225,Blake Hardwick,Hawks,"$391,700","$394,600",65,16.5,2020,11
21480,225,Elliott Himmelberg,Crows,"$338,400","$257,900",65,25.2,2020,11
21481,230,Devon Smith,Bombers,"$322,000","$359,900",64,17.8,2020,11
21482,230,Mason Redman,Bombers,"$510,900","$311,100",64,20.6,2020,11
21483,232,David MacKay,Crows,"$282,000","$356,000",63,17.7,2020,11
21484,232,Scott Lycett,Power,"$429,900","$538,700",63,11.7,2020,11
21485,234,Nicholas Coffield,Saints,"$208,800","$378,200",62,16.4,2020,11
21486,234,Josh Battle,Saints,"$394,800","$328,700",62,18.9,2020,11
21487,234,Jake Waterman,Eagles,"$310,900","$312,200",62,19.9,2020,11
21488,237,Stephen Hill,Dockers,"$338,000","$266,400",61,22.9,2020,11
21489,237,Jaeger O'Meara,Hawks,"$472,400","$452,800",61,13.5,2020,11
21490,239,Thomas Jonas,Power,"$344,500","$432,600",60,13.9,2020,11
21491,239,Josh Bruce,Bulldogs,"$161,200","$283,200",60,21.2,2020,11
21492,239,Lachlan Plowman,Blues,"$314,900","$407,100",60,14.7,2020,11
21493,239,Cameron Zurhaar,Kangaroos,"$351,200","$322,800",60,18.6,2020,11
21494,243,Christopher Mayne,Magpies,"$449,600","$358,100",59,16.5,2020,11
21495,243,Sam Powell-Pepper,Power,"$408,400","$371,200",59,15.9,2020,11
21496,243,Jake Aarts,Tigers,"$172,600","$249,900",59,23.6,2020,11
21497,246,Zaine Cordy,Bulldogs,"$231,700","$296,300",58,19.6,2020,11
21498,246,Ben Ainsworth,Suns,"$415,400","$352,400",58,16.5,2020,11
21499,246,Tom Lynch,Tigers,"$519,100","$321,200",58,18.1,2020,11
21500,249,Tim Membrey,Saints,"$417,200","$333,400",57,17.1,2020,11
21501,249,Xavier Duursma,Power,"$282,300","$378,700",57,15.1,2020,11
21502,249,Mitch Georgiades,Power,"$319,300","$258,800",57,22.0,2020,11
21503,249,Shane McAdam,Crows,"$342,500","$250,100",57,22.8,2020,11
21504,253,Bradley Hill,Saints,"$418,400","$298,800",56,18.7,2020,11
21505,254,Trey Ruscoe,Magpies,"$233,400","$117,300",55,46.9,2020,11
21506,254,Sydney Stack,Tigers,"$368,800","$297,300",55,18.5,2020,11
21507,254,Grant Birchall,Lions,"$352,200","$386,300",55,14.2,2020,11
21508,254,Laitham Vandermeer,Bulldogs,"$274,100","$268,100",55,20.5,2020,11
21509,254,Ben Crocker,Crows,"$250,500","$232,600",55,23.6,2020,11
21510,259,Trent Rivers,Demons,"$324,200","$166,000",54,32.5,2020,11
21511,259,Travis Varcoe,Magpies,"$262,600","$304,300",54,17.7,2020,11
21512,259,Jake Melksham,Demons,"$316,900","$313,800",54,17.2,2020,11
21513,259,Dougal Howard,Saints,"$370,500","$330,700",54,16.3,2020,11
21514,259,Sean Lemmens,Suns,"$320,700","$279,600",54,19.3,2020,11
21515,259,Jonathon Ceglar,Hawks,"$374,400","$387,700",54,13.9,2020,11
21516,265,Connor Blakely,Dockers,"$123,900","$411,500",53,12.9,2020,11
21517,265,Callum Wilkie,Saints,"$454,000","$380,200",53,13.9,2020,11
21518,265,Chad Wingard,Hawks,"$352,400","$421,400",53,12.6,2020,11
21519,265,David Swallow,Suns,"$474,500","$429,600",53,12.3,2020,11
21520,269,Matt Guelfi,Bombers,"$319,900","$293,800",52,17.7,2020,11
21521,269,Charlie Cameron,Lions,"$427,400","$432,500",52,12.0,2020,11
21522,269,Kane Lambert,Tigers,"$290,400","$453,400",52,11.5,2020,11
21523,272,Nathan Jones,Demons,"$227,900","$350,400",51,14.6,2020,11
21524,272,Tom Cutler,Bombers,"$359,900","$322,300",51,15.8,2020,11
21525,272,Shaun McKernan,Bombers,"$226,500","$258,200",51,19.8,2020,11
21526,272,Sam Flanders,Suns,"$256,300","$162,300",51,31.4,2020,11
21527,272,Conor Nash,Hawks,"$365,200","$269,600",51,18.9,2020,11
21528,272,Hunter Clark,Saints,"$315,200","$429,300",51,11.9,2020,11
21529,278,Samuel Collins,Suns,"$379,100","$463,000",50,10.8,2020,11
21530,278,Cameron Sutcliffe,Power,"$219,600","$223,300",50,22.4,2020,11
21531,278,Toby McLean,Bulldogs,"$178,900","$358,700",50,13.9,2020,11
21532,278,Kade Simpson,Blues,"$407,300","$377,100",50,13.3,2020,11
21533,282,Joshua Walker,Kangaroos,"$350,500","$382,200",49,12.8,2020,11
21534,282,Darcy Gardiner,Lions,"$344,400","$356,800",49,13.7,2020,11
21535,284,Adam Tomlinson,Demons,"$273,200","$341,900",48,14.0,2020,11
21536,284,Ned McHenry,Crows,"$316,600","$198,000",48,24.2,2020,11
21537,284,Jed Anderson,Kangaroos,"$440,900","$523,800",48,9.2,2020,11
21538,284,Marlion Pickett,Tigers,"$386,600","$348,000",48,13.8,2020,11
21539,284,Kane Farrell,Power,"$403,300","$322,000",48,14.9,2020,11
21540,289,Bailey Dale,Bulldogs,"$561,100","$343,600",47,13.7,2020,11
21541,289,Josh Caddy,Tigers,"$363,300","$367,000",47,12.8,2020,11
21542,291,Charlie Ballard,Suns,"$357,000","$311,500",46,14.8,2020,11
21543,291,Majak Daw,Kangaroos,"$176,400","$332,100",46,13.9,2020,11
21544,293,Ed Richards,Bulldogs,"$460,400","$308,900",45,14.6,2020,11
21545,293,Aaron Naughton,Bulldogs,"$436,800","$316,100",45,14.2,2020,11
21546,293,Tom Scully,Hawks,"$290,500","$245,900",45,18.3,2020,11
21547,293,Tom Clurey,Power,"$333,300","$345,100",45,13.0,2020,11
21548,297,Harris Andrews,Lions,"$438,400","$452,400",44,9.7,2020,11
21549,297,Max King,Saints,"$381,100","$309,300",44,14.2,2020,11
21550,299,Jack Henry,Cats,"$338,600","$330,300",43,13.0,2020,11
21551,299,Levi Casboult,Blues,"$270,600","$341,700",43,12.6,2020,11
21552,301,Brendon Ah Chee,Eagles,"$281,100","$293,800",42,14.3,2020,11
21553,301,Nathan Broad,Tigers,"$454,700","$358,800",42,11.7,2020,11
21554,301,Kyle Hartigan,Crows,"$226,400","$274,100",42,15.3,2020,11
21555,301,Conor McKenna,Bombers,"$167,500","$394,400",42,10.6,2020,11
21556,305,James Frawley,Hawks,"$295,900","$301,600",41,13.6,2020,11
21557,306,Tim O'Brien,Hawks,"$344,400","$268,900",40,14.9,2020,11
21558,306,Liam Shiels,Hawks,"$313,800","$426,300",40,9.4,2020,11
21559,308,Jarrod Harbrow,Suns,"$291,100","$348,900",39,11.2,2020,11
21560,308,Aaron Vandenberg,Demons,"$301,300","$262,100",39,14.9,2020,11
21561,308,Michael Gibbons,Blues,"$313,400","$390,600",39,10.0,2020,11
21562,308,Harry Schoenberg,Crows,"$322,800","$117,300",39,33.2,2020,11
21563,312,Tom De Koning,Blues,"$412,100","$123,900",38,30.7,2020,11
21564,312,Jacob Weitering,Blues,"$378,100","$342,800",38,11.1,2020,11
21565,312,Bailey Scott,Kangaroos,"$385,100","$321,900",38,11.8,2020,11
21566,312,Jack Mahony,Kangaroos,"$235,400","$247,300",38,15.4,2020,11
21567,316,Harry Taylor,Cats,"$305,300","$403,600",37,9.2,2020,11
21568,316,Taylor Walker,Crows,"$499,200","$346,600",37,10.7,2020,11
21569,318,Steven May,Demons,"$507,400","$461,900",36,7.8,2020,11
21570,318,Tom Atkins,Cats,"$461,200","$271,400",36,13.3,2020,11
21571,320,Connor Budarick,Suns,"$362,800","$246,600",34,13.8,2020,11
21572,321,Derek Eggmolesse-Smith,Tigers,"$292,500","$292,000",33,11.3,2020,11
21573,321,Matt Cottrell,Blues,"$335,900","$123,900",33,26.6,2020,11
21574,321,Sam Durdin,Kangaroos,"$188,300","$285,600",33,11.6,2020,11
21575,321,Noah Balta,Tigers,"$330,000","$325,700",33,10.1,2020,11
21576,325,James Harmes,Demons,"$432,700","$318,500",32,10.0,2020,11
21577,325,Michael Frederick,Dockers,"$330,600","$123,600",32,25.9,2020,11
21578,325,Fischer McAsey,Crows,"$161,600","$198,500",32,16.1,2020,11
21579,328,Jarrod Cameron,Eagles,"$153,700","$216,400",31,14.3,2020,11
21580,328,Travis Colyer,Dockers,"$309,600","$302,500",31,10.2,2020,11
21581,330,Benjamin Stratton,Hawks,"$210,900","$195,400",30,15.4,2020,11
21582,330,Nick Hind,Saints,"$491,300","$368,500",30,8.1,2020,11
21583,332,Ben Paton,Saints,"$345,800","$387,600",28,7.2,2020,11
21584,332,Alex Keath,Bulldogs,"$310,300","$316,400",28,8.8,2020,11
21585,332,Cameron Ellis-Yolmen,Lions,"$273,800","$377,300",28,7.4,2020,11
21586,335,Easton Wood,Bulldogs,"$256,800","$296,300",27,9.1,2020,11
21587,336,Jarryn Geary,Saints,"$241,000","$282,300",26,9.2,2020,11
21588,337,Mitch Robinson,Lions,"$301,000","$400,000",25,6.2,2020,11
21589,338,Lincoln McCarthy,Lions,"$374,100","$373,200",24,6.4,2020,11
21590,339,Ryan Gardner,Bulldogs,"$339,800","$146,300",23,15.7,2020,11
21591,340,Timothy Broomhead,Magpies,"$242,200","$242,200",21,8.7,2020,11
21592,341,Daniel Butler,Saints,"$299,000","$406,200",20,4.9,2020,11
21593,342,Tom Lynch,Crows,"$413,200","$384,900",18,4.7,2020,11
21594,342,Liam Ryan,Eagles,"$295,700","$316,500",18,5.7,2020,11
21595,342,Jack Martin,Blues,"$297,300","$476,300",18,3.8,2020,11
21596,345,Jason Castagna,Tigers,"$281,800","$387,200",17,4.4,2020,11
21597,346,Brandon Zerk-Thatcher,Bombers,"$384,500","$224,600",16,7.1,2020,11
21598,347,Jarman Impey,Hawks,"$339,300","$402,500",15,3.7,2020,11
21599,348,Matt Eagles,Lions,"$142,100","$155,800",13,8.3,2020,11
21600,348,Darcy Fogarty,Crows,"$373,400","$292,400",13,4.4,2020,11
21601,350,Brandon Starcevich,Lions,"$381,500","$247,200",11,4.4,2020,11
21602,351,Trent McKenzie,Power,"$275,400","$351,000",10,2.8,2020,11
21603,352,Isaac Smith,Hawks,"$436,300","$383,600",4,1.0,2020,11
21604,1,Tom Hawkins,Cats,"$519,500","$499,700",204,40.8,2020,12
21605,2,Marcus Bontempelli,Bulldogs,"$639,500","$530,700",199,37.5,2020,12
21606,3,Luke Ryan,Dockers,"$531,600","$558,500",162,29.0,2020,12
21607,4,Nicholas Naitanui,Eagles,"$537,500","$516,400",153,29.6,2020,12
21608,5,Bailey Smith,Bulldogs,"$542,700","$422,500",150,35.5,2020,12
21609,6,Brodie Grundy,Magpies,"$512,900","$596,100",148,24.8,2020,12
21610,7,Jed Anderson,Kangaroos,"$440,900","$513,300",143,27.9,2020,12
21611,8,Lachlan Hunter,Bulldogs,"$392,100","$513,600",141,27.5,2020,12
21612,9,Dane Rampe,Swans,"$330,100","$477,500",140,29.3,2020,12
21613,10,Ed Langdon,Demons,"$435,500","$407,000",138,33.9,2020,12
21614,11,Shaun Atley,Kangaroos,"$284,400","$397,000",137,34.5,2020,12
21615,11,Clayton Oliver,Demons,"$699,800","$687,100",137,19.9,2020,12
21616,11,Jake Lloyd,Swans,"$507,300","$631,500",137,21.7,2020,12
21617,14,Jack Lukosius,Suns,"$360,400","$409,300",135,33.0,2020,12
21618,15,Lachie Neale,Lions,"$676,200","$723,000",134,18.5,2020,12
21619,15,Todd Goldstein,Kangaroos,"$513,300","$575,200",134,23.3,2020,12
21620,17,Patrick Ryder,Saints,"$356,800","$496,700",132,26.6,2020,12
21621,17,Matt Crouch,Crows,"$498,000","$510,300",132,25.9,2020,12
21622,17,Tom Mitchell,Hawks,"$528,600","$580,700",132,22.7,2020,12
21623,20,Angus Brayshaw,Demons,"$550,300","$368,200",131,35.6,2020,12
21624,21,Callum Sinclair,Swans,"$357,100","$372,100",130,34.9,2020,12
21625,22,Luke Parker,Swans,"$572,100","$535,100",127,23.7,2020,12
21626,22,Aaron Naughton,Bulldogs,"$436,800","$301,200",127,42.2,2020,12
21627,22,Thomas Liberatore,Bulldogs,"$576,900","$492,700",127,25.8,2020,12
21628,25,Noah Anderson,Suns,"$552,900","$339,200",126,37.1,2020,12
21629,25,Jarryd Lyons,Lions,"$500,300","$603,000",126,20.9,2020,12
21630,27,Christian Petracca,Demons,"$618,600","$618,100",125,20.2,2020,12
21631,28,Jack Billings,Saints,"$405,400","$476,000",124,26.1,2020,12
21632,28,Jack Darling,Eagles,"$376,500","$410,800",124,30.2,2020,12
21633,28,Touk Miller,Suns,"$662,400","$520,900",124,23.8,2020,12
21634,28,Reilly O'Brien,Crows,"$560,500","$478,500",124,25.9,2020,12
21635,28,Patrick Dangerfield,Cats,"$457,300","$558,700",124,22.2,2020,12
21636,33,Sam Walsh,Blues,"$610,900","$490,000",123,25.1,2020,12
21637,34,Nathan Fyfe,Dockers,"$313,600","$575,600",121,21.0,2020,12
21638,35,Joshua Kelly,Giants,"$582,300","$624,100",119,19.1,2020,12
21639,35,Rowan Marshall,Saints,"$506,500","$551,400",119,21.6,2020,12
21640,35,Bailey Williams,Bulldogs,"$317,000","$424,300",119,28.0,2020,12
21641,35,Patrick Cripps,Blues,"$611,900","$498,400",119,23.9,2020,12
21642,35,Luke McDonald,Kangaroos,"$487,300","$489,800",119,24.3,2020,12
21643,40,Dayne Zorko,Lions,"$453,200","$499,200",118,23.6,2020,12
