,Rank,Player,Team,CurrentSalary,RoundSalary,RoundScore,RoundValue,Year,Round 
39193,133,Tom Hickey,Swans,"$465,900","$436,900",84,19.2,2022,16
39194,133,Jack Billings,Saints,"$405,400","$426,000",84,19.7,2022,16
39195,133,Lance Franklin,Swans,"$427,500","$413,000",84,20.3,2022,16
39196,133,Isaac Quaynor,Magpies,"$376,700","$344,100",84,24.4,2022,16
39197,133,Tom Doedee,Crows,"$422,300","$399,400",84,21.0,2022,16
39198,133,Jack Viney,Demons,"$533,500","$550,900",84,15.2,2022,16
39199,133,Nathan Fyfe,Dockers,"$313,600","$546,500",84,15.4,2022,16
39200,143,Massimo D'Ambrosio,Bombers,"$277,500","$102,400",83,81.1,2022,16
39201,143,Changkuoth Jiath,Hawks,"$427,500","$385,400",83,21.5,2022,16
39202,143,Angus Brayshaw,Demons,"$550,300","$530,200",83,15.7,2022,16
39203,146,Nick Vlastuin,Tigers,"$548,200","$488,200",82,16.8,2022,16
39204,146,Max King,Saints,"$381,100","$327,900",82,25.0,2022,16
39205,146,Willem Drew,Power,"$469,800","$433,200",82,18.9,2022,16
39206,146,Jake Bowey,Demons,"$380,500","$304,000",82,27.0,2022,16
39207,146,Jayden Short,Tigers,"$543,800","$498,500",82,16.4,2022,16
39208,151,Kamdyn Mcintosh,Tigers,"$393,700","$355,200",80,22.5,2022,16
39209,151,Ethan Hughes,Dockers,"$283,700","$343,700",80,23.3,2022,16
39210,151,Brad Crouch,Saints,"$571,000","$550,500",80,14.5,2022,16
39211,151,Will Hayward,Swans,"$377,100","$298,800",80,26.8,2022,16
39212,151,Jordan Ridley,Bombers,"$504,300","$488,100",80,16.4,2022,16
39213,156,Charlie Lazzaro,Kangaroos,"$217,200","$201,400",79,39.2,2022,16
39214,156,Rowan Marshall,Saints,"$506,500","$428,500",79,18.4,2022,16
39215,156,Jack Crisp,Magpies,"$520,300","$532,900",79,14.8,2022,16
39216,156,Jarryd Lyons,Lions,"$500,300","$484,500",79,16.3,2022,16
39217,156,Jed Anderson,Kangaroos,"$440,900","$450,000",79,17.6,2022,16
39218,156,Sam Berry,Crows,"$478,700","$411,500",79,19.2,2022,16
39219,162,Lachlan Bramble,Hawks,"$354,200","$353,000",78,22.1,2022,16
39220,162,Ben Hobbs,Bombers,"$347,900","$333,700",78,23.4,2022,16
39221,164,Tom McCartin,Swans,"$331,100","$323,600",77,23.8,2022,16
39222,165,Lachlan Plowman,Blues,"$314,900","$320,000",76,23.8,2022,16
39223,165,Thomas Jonas,Power,"$344,500","$293,500",76,25.9,2022,16
39224,165,Jamie Elliott,Magpies,"$418,400","$408,900",76,18.6,2022,16
39225,165,Jade Gresham,Saints,"$481,800","$489,300",76,15.5,2022,16
39226,165,Rhys Stanley,Cats,"$438,500","$431,500",76,17.6,2022,16
39227,170,Andrew Gaff,Eagles,"$463,900","$463,500",75,16.2,2022,16
39228,170,Sam Docherty,Blues,"$603,600","$576,100",75,13.0,2022,16
39229,170,Sam Menegola,Cats,"$344,000","$491,500",75,15.3,2022,16
39230,170,Tom Barrass,Eagles,"$510,900","$451,500",75,16.6,2022,16
39231,170,Brandon Ellis,Suns,"$506,500","$421,100",75,17.8,2022,16
39232,175,James Jordon,Demons,"$411,200","$472,700",74,15.7,2022,16
39233,175,Zach Guthrie,Cats,"$371,900","$371,300",74,19.9,2022,16
39234,177,Zak Jones,Saints,"$352,400","$383,100",73,19.1,2022,16
39235,177,Aidan Corr,Kangaroos,"$380,700","$400,900",73,18.2,2022,16
39236,177,Taylor Adams,Magpies,"$442,100","$432,000",73,16.9,2022,16
39237,177,Jack Bowes,Suns,"$277,500","$450,900",73,16.2,2022,16
39238,177,James Tunstill,Lions,"$187,900","$117,300",73,62.2,2022,16
39239,182,Jack Payne,Lions,"$364,600","$342,400",72,21.0,2022,16
39240,182,Jack Scrimshaw,Hawks,"$463,300","$428,000",72,16.8,2022,16
39241,182,Jake Waterman,Eagles,"$310,900","$316,800",72,22.7,2022,16
39242,182,Jack Riewoldt,Tigers,"$387,300","$363,400",72,19.8,2022,16
39243,182,Justin McInerney Injured,Swans,"$397,000","$351,900",72,20.5,2022,16
39244,182,Robbie Gray,Power,"$365,400","$386,500",72,18.6,2022,16
39245,182,Jack Darling,Eagles,"$376,500","$358,900",72,20.1,2022,16
39246,182,Patrick McCartin,Swans,"$388,500","$371,700",72,19.4,2022,16
39247,190,Sean Lemmens,Suns,"$320,700","$360,100",71,19.7,2022,16
39248,190,Dylan Shiel,Bombers,"$509,100","$481,800",71,14.7,2022,16
39249,190,Kyle Langford,Bombers,"$362,800","$472,300",71,15.0,2022,16
39250,190,Scott Pendlebury,Magpies,"$520,700","$438,900",71,16.2,2022,16
39251,190,Brady Hough,Eagles,"$250,700","$222,800",71,31.9,2022,16
39252,190,Jake Soligo,Crows,"$347,900","$309,500",71,22.9,2022,16
39253,190,Brandon Starcevich,Lions,"$381,500","$364,000",71,19.5,2022,16
39254,190,Oleg Markov,Suns,"$369,900","$356,900",71,19.9,2022,16
39255,190,Tom Sparrow,Demons,"$371,500","$360,200",71,19.7,2022,16
39256,190,Callum Ah Chee,Lions,"$293,300","$234,800",71,30.2,2022,16
39257,190,Rhylee West,Bulldogs,"$363,800","$318,200",71,22.3,2022,16
39258,201,Jack Ross,Tigers,"$378,600","$323,400",70,21.6,2022,16
39259,201,Robbie Fox,Swans,"$425,000","$325,400",70,21.5,2022,16
39260,201,Brodie Smith,Crows,"$450,200","$422,700",70,16.6,2022,16
39261,201,Jake Kolodjashnij,Cats,"$312,200","$257,100",70,27.2,2022,16
39262,201,Nicholas Martin,Bombers,"$436,000","$369,400",70,18.9,2022,16
39263,206,Jimmy Webster,Saints,"$333,600","$310,400",69,22.2,2022,16
39264,206,Jack Petruccelle,Eagles,"$290,400","$252,700",69,27.3,2022,16
39265,206,Quinton Narkle,Cats,"$299,900","$306,800",69,22.5,2022,16
39266,206,Brennan Cox,Dockers,"$445,400","$417,200",69,16.5,2022,16
39267,210,Samuel Collins,Suns,"$379,100","$334,300",68,20.3,2022,16
39268,210,Nathan Wilson,Dockers,"$264,300","$391,300",68,17.4,2022,16
39269,210,Miles Bergman,Power,"$374,900","$333,800",68,20.4,2022,16
39270,210,Mitchell Hinge,Crows,"$371,800","$323,600",68,21.0,2022,16
39271,210,Zac Fisher,Blues,"$404,900","$370,500",68,18.4,2022,16
39272,210,Lewis Young,Blues,"$441,300","$415,800",68,16.4,2022,16
39273,210,Noah Answerth,Lions,"$335,600","$315,900",68,21.5,2022,16
39274,217,Isaac Heeney,Swans,"$557,100","$459,000",67,14.6,2022,16
39275,217,Lachie Young,Kangaroos,"$385,100","$344,500",67,19.4,2022,16
39276,219,Brandon Walker,Dockers,"$304,300","$282,000",66,23.4,2022,16
39277,219,Taylor Walker,Crows,"$499,200","$521,200",66,12.7,2022,16
39278,219,Alex Neal-Bullen,Demons,"$392,200","$371,700",66,17.8,2022,16
39279,219,Gary Rohan,Cats,"$305,900","$376,500",66,17.5,2022,16
39280,223,Max Holmes Injured,Cats,"$360,600","$273,700",65,23.7,2022,16
39281,223,Jase Burgoyne,Power,"$298,000","$117,300",65,55.4,2022,16
39282,223,Mason Cox,Magpies,"$335,100","$330,500",65,19.7,2022,16
39283,223,Matt Cottrell,Blues,"$335,900","$307,100",65,21.2,2022,16
39284,223,Jye Caldwell,Bombers,"$442,900","$403,000",65,16.1,2022,16
39285,223,Jeremy Finlayson,Power,"$456,200","$444,500",65,14.6,2022,16
39286,223,Riley Thilthorpe,Crows,"$318,800","$271,600",65,23.9,2022,16
39287,223,Gryan Miers,Cats,"$351,200","$268,200",65,24.2,2022,16
39288,223,Kane Farrell,Power,"$403,300","$350,000",65,18.6,2022,16
39289,223,Joe Daniher,Lions,"$338,800","$326,700",65,19.9,2022,16
39290,223,Mitch Georgiades,Power,"$319,300","$336,000",65,19.3,2022,16
39291,223,Nathan Murphy,Magpies,"$337,100","$295,900",65,22.0,2022,16
39292,235,Jordon Butts,Crows,"$280,500","$232,900",64,27.5,2022,16
39293,235,Jaxon Prior,Lions,"$312,200","$283,500",64,22.6,2022,16
39294,235,Willie Rioli,Eagles,"$342,200","$277,400",64,23.1,2022,16
39295,235,Nick Blakey,Swans,"$475,300","$485,100",64,13.2,2022,16
39296,235,Jack Henry,Cats,"$338,600","$333,700",64,19.2,2022,16
39297,235,Karl Amon,Power,"$508,300","$500,100",64,12.8,2022,16
39298,235,Shane Edwards,Tigers,"$326,200","$329,700",64,19.4,2022,16
39299,235,Michael Frederick,Dockers,"$330,600","$354,900",64,18.0,2022,16
39300,235,Sam Draper,Bombers,"$398,700","$334,900",64,19.1,2022,16
39301,244,James Harmes,Demons,"$432,700","$371,300",63,17.0,2022,16
39302,244,Elliot Yeo,Eagles,"$337,000","$410,300",63,15.4,2022,16
39303,244,Nasiah Wanganeen-Milera,Saints,"$303,200","$276,400",63,22.8,2022,16
39304,244,James Rowbottom,Swans,"$468,500","$399,000",63,15.8,2022,16
39305,244,Tyson Stengle,Cats,"$427,900","$371,700",63,16.9,2022,16
39306,244,Jarrod Witts,Suns,"$605,100","$585,000",63,10.8,2022,16
39307,244,Jackson Mead,Power,"$262,100","$220,600",63,28.6,2022,16
39308,244,Patrick Lipinski,Magpies,"$472,700","$459,600",63,13.7,2022,16
39309,252,Charlie Ballard,Suns,"$357,000","$342,300",62,18.1,2022,16
39310,252,Atu Bosenavulagi,Kangaroos,"$167,600","$176,700",62,35.1,2022,16
39311,252,Aaron Naughton,Bulldogs,"$436,800","$471,900",62,13.1,2022,16
39312,252,Dan Houston,Power,"$545,100","$535,200",62,11.6,2022,16
39313,252,Sam Flanders,Suns,"$256,300","$272,000",62,22.8,2022,16
39314,252,Corey Durdin,Blues,"$240,900","$227,300",62,27.3,2022,16
39315,252,Brodie Kemp,Blues,"$245,400","$156,800",62,39.5,2022,16
39316,252,Phil Davis,Giants,"$296,000","$312,800",62,19.8,2022,16
39317,252,Toby Greene,Giants,"$421,000","$460,500",62,13.5,2022,16
39318,252,Jason Castagna,Tigers,"$281,800","$287,600",62,21.6,2022,16
39319,262,Lachlan Schultz,Dockers,"$383,600","$343,900",61,17.7,2022,16
39320,262,Daniel Butler,Saints,"$299,000","$265,800",61,22.9,2022,16
39321,262,Tristan Xerri,Kangaroos,"$393,200","$312,900",61,19.5,2022,16
39322,265,Tom Powell,Kangaroos,"$308,000","$279,100",60,21.5,2022,16
39323,265,Robbie Tarrant,Tigers,"$317,600","$310,300",60,19.3,2022,16
39324,265,Oscar McInerney,Lions,"$487,000","$466,100",60,12.9,2022,16
39325,265,Jack Ginnivan,Magpies,"$316,900","$266,600",60,22.5,2022,16
39326,265,Hugo Ralphsmith,Tigers,"$333,300","$315,900",60,19.0,2022,16
39327,270,Brody Mihocek,Magpies,"$328,100","$329,300",59,17.9,2022,16
39328,270,Hunter Clark,Saints,"$315,200","$401,100",59,14.7,2022,16
39329,270,Sam Weideman,Demons,"$300,100","$262,200",59,22.5,2022,16
39330,270,Jayden Laverde,Bombers,"$375,100","$356,800",59,16.5,2022,16
39331,270,Anthony Scott,Bulldogs,"$302,000","$313,300",59,18.8,2022,16
39332,270,Tom Highmore,Saints,"$252,500","$368,300",59,16.0,2022,16
39333,270,Lochie O'Brien,Blues,"$354,400","$337,000",59,17.5,2022,16
39334,277,Jamaine Jones,Eagles,"$352,700","$278,000",58,20.9,2022,16
39335,277,Callum Wilkie,Saints,"$454,000","$436,600",58,13.3,2022,16
39336,277,Will Day,Hawks,"$362,100","$338,700",58,17.1,2022,16
39337,277,Hayden Young,Dockers,"$508,200","$494,800",58,11.7,2022,16
39338,277,Sam Durham,Bombers,"$354,000","$315,900",58,18.4,2022,16
39339,277,Jesse Motlop,Blues,"$242,700","$150,000",58,38.7,2022,16
39340,283,Errol Gulden,Swans,"$472,000","$436,000",57,13.1,2022,16
39341,283,Sam Powell-Pepper,Power,"$408,400","$370,800",57,15.4,2022,16
39342,283,Ryan Gardner,Bulldogs,"$339,800","$292,400",57,19.5,2022,16
39343,283,Mark O'Connor,Cats,"$323,100","$334,700",57,17.0,2022,16
39344,283,Connor Idun,Giants,"$345,800","$315,500",57,18.1,2022,16
39345,283,Dylan Stephens,Swans,"$367,000","$239,900",57,23.8,2022,16
39346,289,Marcus Windhager,Saints,"$266,200","$236,200",56,23.7,2022,16
39347,289,Trey Ruscoe,Magpies,"$233,400","$260,100",56,21.5,2022,16
39348,289,Jack Newnes,Blues,"$320,900","$387,300",56,14.5,2022,16
39349,289,Griffin Logue,Dockers,"$410,200","$358,400",56,15.6,2022,16
39350,289,Eric Hipwood,Lions,"$313,000","$278,100",56,20.1,2022,16
39351,289,Zac Bailey,Lions,"$421,100","$399,900",56,14.0,2022,16
39352,295,Kysaiah Pickett,Demons,"$365,000","$332,900",55,16.5,2022,16
39353,295,Caleb Graham,Suns,"$321,500","$294,700",55,18.7,2022,16
39354,295,Nick Murray,Crows,"$257,000","$273,000",55,20.1,2022,16
39355,295,Curtis Taylor,Kangaroos,"$335,300","$291,400",55,18.9,2022,16
39356,295,Bailey Williams,Bulldogs,"$317,000","$372,200",55,14.8,2022,16
39357,295,Todd Goldstein,Kangaroos,"$513,300","$537,100",55,10.2,2022,16
39358,295,Liam Ryan,Eagles,"$295,700","$240,000",55,22.9,2022,16
39359,302,Tanner Bruhn,Giants,"$311,400","$344,600",53,15.4,2022,16
39360,302,Liam Shiels,Hawks,"$313,800","$310,600",53,17.1,2022,16
39361,302,Jamarra Ugle-Hagan,Bulldogs,"$261,300","$177,600",53,29.8,2022,16
39362,302,Jack Higgins,Saints,"$341,700","$269,400",53,19.7,2022,16
39363,302,Nicholas Holman,Suns,"$348,200","$365,500",53,14.5,2022,16
39364,307,Jed Bews,Cats,"$272,000","$255,000",52,20.4,2022,16
39365,307,Jason Johannisen,Bulldogs,"$298,700","$307,000",52,16.9,2022,16
39366,307,Tom Lynch,Tigers,"$519,100","$493,400",52,10.5,2022,16
39367,307,Charlie Curnow,Blues,"$474,200","$423,600",52,12.3,2022,16
39368,311,Levi Casboult,Suns,"$270,600","$271,400",51,18.8,2022,16
39369,311,Harry Schoenberg,Crows,"$322,800","$259,600",51,19.6,2022,16
39370,313,Aliir Aliir,Power,"$406,800","$403,900",50,12.4,2022,16
39371,313,Ben Ainsworth,Suns,"$415,400","$398,100",50,12.6,2022,16
39372,313,Cody Weightman,Bulldogs,"$297,000","$305,700",50,16.4,2022,16
39373,316,Luke Breust,Hawks,"$350,300","$327,100",49,15.0,2022,16
39374,316,Zane Trew,Eagles,"$175,400","$123,900",49,39.5,2022,16
39375,316,Travis Colyer,Dockers,"$309,600","$300,700",49,16.3,2022,16
39376,316,Matt Guelfi,Bombers,"$319,900","$256,400",49,19.1,2022,16
39377,316,Sam Reid Injured,Swans,"$470,900","$479,200",49,10.2,2022,16
39378,316,Lachlan Hunter,Bulldogs,"$392,100","$449,500",49,10.9,2022,16
39379,316,Daniel Rich,Lions,"$531,200","$543,600",49,9.0,2022,16
39380,316,Charlie Spargo,Demons,"$308,600","$318,900",49,15.4,2022,16
39381,316,Malcolm Rosas,Suns,"$279,300","$272,000",49,18.0,2022,16
39382,316,Hewago Oea,Suns,"$160,800","$123,900",49,39.5,2022,16
39383,326,Conor Nash,Hawks,"$365,200","$317,500",48,15.1,2022,16
39384,326,Mitchell Brown,Demons,"$274,700","$293,400",48,16.4,2022,16
39385,326,Patrick Parnell,Crows,"$248,300","$149,000",48,32.2,2022,16
39386,326,Jack Silvagni,Blues,"$419,200","$399,200",48,12.0,2022,16
39387,330,Jackson Hately,Crows,"$387,900","$420,600",47,11.2,2022,16
39388,330,Trent McKenzie,Power,"$275,400","$369,100",47,12.7,2022,16
39389,330,Blake Hardwick,Hawks,"$391,700","$303,400",47,15.5,2022,16
39390,333,Connor MacDonald,Hawks,"$279,100","$221,300",46,20.8,2022,16
39391,333,Liam Duggan,Eagles,"$435,200","$324,000",46,14.2,2022,16
39392,333,Harrison Petty,Demons,"$320,700","$276,500",46,16.6,2022,16
39393,333,Chayce Jones,Crows,"$268,700","$209,400",46,22.0,2022,16
39394,333,Paul Curtis,Kangaroos,"$296,600","$244,600",46,18.8,2022,16
39395,333,Daniel Lloyd,Giants,"$253,800","$318,200",46,14.5,2022,16
39396,333,Dane Rampe,Swans,"$330,100","$308,400",46,14.9,2022,16
39397,340,Daniel McStay,Lions,"$360,800","$327,100",45,13.8,2022,16
39398,340,Oliver Florent,Swans,"$372,900","$294,900",45,15.3,2022,16
39399,340,Jarman Impey,Hawks,"$339,300","$321,700",45,14.0,2022,16
39400,340,Adam Cerra,Blues,"$504,400","$434,000",45,10.4,2022,16
39401,340,Ben Brown,Demons,"$339,100","$237,300",45,19.0,2022,16
39402,345,Nick Larkey,Kangaroos,"$318,500","$239,500",44,18.4,2022,16
39403,345,Bayley Fritsch,Demons,"$360,600","$335,900",44,13.1,2022,16
39404,345,Josh Honey,Blues,"$177,300","$216,600",44,20.3,2022,16
39405,345,Jordan De Goey,Magpies,"$468,700","$444,000",44,9.9,2022,16
39406,345,Darcy Fogarty,Crows,"$373,400","$378,200",44,11.6,2022,16
39407,350,Hayden Crozier,Bulldogs,"$218,500","$303,200",43,14.2,2022,16
39408,350,Will Snelling,Bombers,"$278,700","$439,700",43,9.8,2022,16
39409,350,Josh Rachele,Crows,"$287,100","$217,500",43,19.8,2022,16
39410,350,Adam Kennedy,Giants,"$329,400","$370,900",43,11.6,2022,16
39411,354,James Blanck,Hawks,"$245,000","$102,400",42,41.0,2022,16
39412,354,Josh Gibcus,Tigers,"$297,000","$284,500",42,14.8,2022,16
39413,356,Connor West,Eagles,"$328,700","$301,000",41,13.6,2022,16
39414,356,Dominic Bedendo,Bulldogs,"$123,900","$123,900",41,33.1,2022,16
39415,358,Matthew Taberner,Dockers,"$311,300","$303,400",40,13.2,2022,16
39416,358,Jacob Koschitzke,Hawks,"$305,800","$317,900",40,12.6,2022,16
39417,358,Robbie McComb,Bulldogs,"$264,700","$265,700",40,15.1,2022,16
39418,358,Mabior Chol,Suns,"$373,600","$384,700",40,10.4,2022,16
39419,362,Tim O'Brien,Bulldogs,"$344,400","$323,300",39,12.1,2022,16
39420,362,Alex Pearce,Dockers,"$328,600","$289,100",39,13.5,2022,16
39421,364,Todd Marshall,Power,"$425,000","$426,500",38,8.9,2022,16
39422,364,Cameron Rayner,Lions,"$390,700","$384,100",38,9.9,2022,16
39423,364,Oliver Henry,Magpies,"$270,200","$296,400",38,12.8,2022,16
39424,367,Toby Bedford,Demons,"$273,900","$214,400",37,17.3,2022,16
39425,367,Josh Rotham,Eagles,"$272,300","$282,500",37,13.1,2022,16
39426,367,Sam Butler,Hawks,"$197,600","$182,400",37,20.3,2022,16
39427,370,Jack Mahony,Kangaroos,"$235,400","$213,100",36,16.9,2022,16
39428,370,Mitchell Lewis,Hawks,"$408,200","$411,300",36,8.8,2022,16
39429,370,Josh Battle,Saints,"$394,800","$393,000",36,9.2,2022,16
39430,370,Mason Wood,Saints,"$393,800","$337,300",36,10.7,2022,16
39431,374,Beau McCreery,Magpies,"$315,400","$280,600",35,12.5,2022,16
39432,375,Jack Gunston,Hawks,"$393,700","$339,100",34,10.0,2022,16
39433,376,Logan McDonald,Swans,"$290,700","$313,400",33,10.5,2022,16
39434,377,Alex Keath,Bulldogs,"$310,300","$345,900",32,9.3,2022,16
39435,377,Cameron Zurhaar,Kangaroos,"$351,200","$337,000",32,9.5,2022,16
39436,377,Michael Hibberd,Demons,"$339,700","$316,800",32,10.1,2022,16
39437,380,Bailey Williams,Eagles,"$304,400","$236,800",31,13.1,2022,16
39438,380,Sam Petrevski-Seton,Eagles,"$281,600","$273,600",31,11.3,2022,16
39439,382,Braeden Campbell,Swans,"$294,100","$251,900",30,11.9,2022,16
39440,383,Ivan Soldo,Tigers,"$297,300","$317,300",29,9.1,2022,16
39441,383,Josh Schache,Bulldogs,"$217,300","$242,300",29,12.0,2022,16
39442,383,Maurice Rioli,Tigers,"$246,600","$200,700",29,14.4,2022,16
39443,386,Lachlan Murphy,Crows,"$310,600","$257,900",26,10.1,2022,16
39444,386,James Tsitas,Suns,"$123,900","$102,400",26,25.4,2022,16
39445,386,Rhett Bazzo,Eagles,"$261,500","$117,300",26,22.2,2022,16
39446,386,Harrison Jones,Bombers,"$268,700","$287,900",26,9.0,2022,16
39447,390,Nick Haynes,Giants,"$318,700","$310,600",25,8.0,2022,16
39448,390,Kayne Turner,Kangaroos,"$264,300","$224,900",25,11.1,2022,16
39449,392,James Rowe,Crows,"$282,300","$321,800",23,7.1,2022,16
39450,393,Dougal Howard,Saints,"$370,500","$371,500",22,5.9,2022,16
39451,394,Lachlan Jones,Power,"$265,500","$238,700",20,8.4,2022,16
39452,395,Xavier O'Halloran,Giants,"$202,100","$203,000",19,9.4,2022,16
39453,395,Michael Walters,Dockers,"$365,700","$382,100",19,5.0,2022,16
39454,395,Phoenix Spicer,Kangaroos,"$123,900","$123,900",19,15.3,2022,16
39455,398,Aaron Hall,Kangaroos,"$538,600","$508,300",18,3.5,2022,16
39456,399,Steven Motlop,Power,"$257,500","$294,400",16,5.4,2022,16
39457,400,Kane Lambert,Tigers,"$290,400","$340,000",10,2.9,2022,16
39458,400,Ben McKay,Kangaroos,"$313,100","$311,800",10,3.2,2022,16
39459,402,Shaun Higgins,Cats,"$381,700","$410,000",9,2.2,2022,16
39460,403,James Worpel,Hawks,"$309,300","$312,000",8,2.6,2022,16
39461,404,Bailey Banfield,Dockers,"$233,700","$256,200",6,2.3,2022,16
39462,404,Dayne Zorko,Lions,"$453,200","$430,900",6,1.4,2022,16
39463,406,Andrew Phillips,Bombers,"$325,500","$312,200",0,0.0,2022,16
39464,406,Lachlan Sholl,Crows,"$362,800","$301,000",0,0.0,2022,16
39465,406,Brayden Fiorini,Suns,"$360,400","$321,100",0,0.0,2022,16
39466,406,Ryan Clarke,Swans,"$313,100","$330,500",0,0.0,2022,16
39467,406,Adam Tomlinson,Demons,"$273,200","$276,200",0,0.0,2022,16
39468,406,Will Setterfield,Blues,"$348,200","$268,700",0,0.0,2022,16
39469,406,Riley Garcia,Bulldogs,"$212,200","$270,300",0,0.0,2022,16
39470,406,Zachary Sproule,Giants,"$231,900","$254,700",0,0.0,2022,16
39471,406,Isaac Chugg,Magpies,"$123,900","$123,900",0,0.0,2022,16
39472,1,Shai Bolton,Tigers,"$480,800","$420,500",162,38.5,2022,17
39473,2,Connor Rozee,Power,"$513,800","$482,900",154,31.9,2022,17
39474,2,Noah Anderson,Suns,"$552,900","$474,900",154,32.4,2022,17
39475,4,Luke Davies-Uniacke,Kangaroos,"$557,400","$548,500",149,27.2,2022,17
39476,5,Zachary Merrett,Bombers,"$617,500","$539,500",147,27.2,2022,17
39477,6,Charlie Curnow,Blues,"$474,200","$395,800",142,35.9,2022,17
39478,7,Callum Mills,Swans,"$642,400","$590,700",138,23.4,2022,17
39479,8,Touk Miller,Suns,"$662,400","$604,100",135,22.3,2022,17
39480,8,Jed Anderson,Kangaroos,"$440,900","$441,000",135,30.6,2022,17
39481,8,Dylan Moore,Hawks,"$521,000","$459,400",135,29.4,2022,17
39482,11,Jack Viney,Demons,"$533,500","$557,300",133,23.9,2022,17
39483,11,Blake Hardwick,Hawks,"$391,700","$290,600",133,45.8,2022,17
39484,13,Andrew Brayshaw,Dockers,"$615,600","$571,500",132,23.1,2022,17
39485,14,Sam Docherty,Blues,"$603,600","$558,500",131,23.5,2022,17
39486,15,Shannon Hurn,Eagles,"$577,800","$535,200",130,24.3,2022,17
39487,16,Daniel Rioli,Tigers,"$507,000","$452,700",129,28.5,2022,17
39488,17,Brandon Ellis,Suns,"$506,500","$414,100",128,30.9,2022,17
39489,17,Nick Hind,Bombers,"$491,300","$479,900",128,26.7,2022,17
39490,17,Tom Papley,Swans,"$441,800","$385,000",128,33.2,2022,17
39491,20,Rory Laird,Crows,"$703,900","$654,600",125,19.1,2022,17
39492,21,Clayton Oliver,Demons,"$699,800","$711,000",124,17.4,2022,17
39493,22,Ben Ainsworth,Suns,"$415,400","$414,600",123,29.7,2022,17
39494,22,George Hewett,Blues,"$613,300","$542,400",123,22.7,2022,17
39495,24,Jye Caldwell,Bombers,"$442,900","$417,400",121,29.0,2022,17
39496,25,Todd Goldstein,Kangaroos,"$513,300","$523,000",120,22.9,2022,17
39497,26,Mitchell Lewis,Hawks,"$408,200","$410,900",119,29.0,2022,17
39498,26,Tom Atkins,Cats,"$461,200","$454,300",119,26.2,2022,17
39499,26,Brodie Smith,Crows,"$450,200","$416,300",119,28.6,2022,17
39500,26,Cameron Guthrie,Cats,"$546,300","$563,900",119,21.1,2022,17
39501,30,Andrew Gaff,Eagles,"$463,900","$452,700",118,26.1,2022,17
39502,30,Peter Wright,Bombers,"$430,900","$408,800",118,28.9,2022,17
39503,32,Mitchell Duncan,Cats,"$486,800","$468,400",117,25.0,2022,17
39504,32,Jarrod Witts,Suns,"$605,100","$558,400",117,21.0,2022,17
39505,34,Matthew Kennedy,Blues,"$532,400","$471,500",116,24.6,2022,17
39506,35,Oscar McInerney,Lions,"$487,000","$451,500",115,25.5,2022,17
39507,36,Patrick Dangerfield,Cats,"$457,300","$425,900",114,26.8,2022,17
39508,37,Callan Ward,Giants,"$469,200","$400,400",113,28.2,2022,17
39509,37,Stephen Coniglio,Giants,"$557,700","$569,200",113,19.9,2022,17
39510,37,Luke Parker,Swans,"$572,100","$545,400",113,20.7,2022,17
39511,40,Isaac Heeney,Swans,"$557,100","$452,000",112,24.8,2022,17
39512,41,Jeremy Howe,Magpies,"$463,800","$384,800",111,28.8,2022,17
39513,41,Robbie Tarrant,Tigers,"$317,600","$301,100",111,36.9,2022,17
39514,41,Josh Battle,Saints,"$394,800","$374,500",111,29.6,2022,17
39515,41,Sean Darcy,Dockers,"$562,200","$542,400",111,20.5,2022,17
39516,41,Jayden Laverde,Bombers,"$375,100","$360,300",111,30.8,2022,17
39517,41,Jeremy Finlayson,Power,"$456,200","$456,100",111,24.3,2022,17
39518,41,Charlie Dixon,Power,"$488,200","$466,800",111,23.8,2022,17
39519,48,Jack Sinclair,Saints,"$626,200","$577,700",110,19.0,2022,17
39520,48,Scott Pendlebury,Magpies,"$520,700","$445,200",110,24.7,2022,17
39521,48,Joshua Kelly,Giants,"$582,300","$557,400",110,19.7,2022,17
39522,51,Sam Reid Injured,Swans,"$470,900","$460,300",109,23.7,2022,17
39523,51,Harry McKay,Blues,"$436,700","$432,200",109,25.2,2022,17
39524,51,Nick Larkey,Kangaroos,"$318,500","$239,700",109,45.5,2022,17
39525,51,Tim Taranto,Giants,"$503,100","$429,300",109,25.4,2022,17
39526,51,David Swallow,Suns,"$474,500","$477,200",109,22.8,2022,17
39527,51,Jack Steele,Saints,"$604,400","$543,000",109,20.1,2022,17
39528,57,Brad Crouch,Saints,"$571,000","$521,200",108,20.7,2022,17
39529,57,Chad Warner,Swans,"$532,700","$453,400",108,23.8,2022,17
39530,57,Patrick McCartin,Swans,"$388,500","$356,900",108,30.3,2022,17
39531,57,Brandon Zerk-Thatcher,Bombers,"$384,500","$270,900",108,39.9,2022,17
39532,57,Conor Nash,Hawks,"$365,200","$311,000",108,34.7,2022,17
39533,62,Kyle Langford,Bombers,"$362,800","$403,700",107,26.5,2022,17
39534,63,Reilly O'Brien,Crows,"$560,500","$554,800",106,19.1,2022,17
39535,63,Jake Lloyd,Swans,"$507,300","$468,500",106,22.6,2022,17
39536,63,Matt Guelfi,Bombers,"$319,900","$249,500",106,42.5,2022,17
39537,66,Jy Simpkin,Kangaroos,"$500,200","$429,600",105,24.4,2022,17
39538,67,Dan Houston,Power,"$545,100","$517,000",104,20.1,2022,17
